,Time,Temp,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip,Condition
22,7:53 PM,63 °F,60 °F,90%,S,5 mph,0 mph,28.98 in,0.0 in,Fair
23,8:53 PM,63 °F,60 °F,90%,S,5 mph,0 mph,29.00 in,0.0 in,Fair
24,9:53 PM,62 °F,60 °F,93%,SSE,5 mph,0 mph,29.02 in,0.0 in,Fair
25,10:39 PM,62 °F,60 °F,93%,SE,5 mph,0 mph,29.02 in,0.0 in,Mostly Cloudy
26,10:53 PM,62 °F,60 °F,93%,SE,6 mph,0 mph,29.02 in,0.0 in,Cloudy
0,11:53 PM,62 °F,59 °F,90%,CALM,0 mph,0 mph,29.02 in,0.0 in,Cloudy
223,Month 10 Day 9,Month 10 Day 9,Month 10 Day 9,Month 10 Day 9,Month 10 Day 9,Month 10 Day 9,Month 10 Day 9,Month 10 Day 9,Month 10 Day 9,Month 10 Day 9
1,12:38 AM,62 °F,59 °F,90%,CALM,0 mph,0 mph,29.03 in,0.0 in,Cloudy
2,12:53 AM,62 °F,58 °F,86%,S,5 mph,0 mph,29.02 in,0.0 in,Mostly Cloudy
3,1:53 AM,61 °F,57 °F,87%,CALM,0 mph,0 mph,29.02 in,0.0 in,Cloudy
4,2:53 AM,61 °F,57 °F,87%,CALM,0 mph,0 mph,29.01 in,0.0 in,Cloudy
5,3:53 AM,62 °F,56 °F,80%,ESE,3 mph,0 mph,29.01 in,0.0 in,Cloudy
6,4:53 AM,61 °F,55 °F,81%,ESE,3 mph,0 mph,29.02 in,0.0 in,Cloudy
7,5:53 AM,62 °F,56 °F,80%,CALM,0 mph,0 mph,29.02 in,0.0 in,Cloudy
8,6:53 AM,63 °F,55 °F,75%,SE,6 mph,0 mph,29.03 in,0.0 in,Cloudy
9,7:53 AM,63 °F,55 °F,75%,S,5 mph,0 mph,29.04 in,0.0 in,Cloudy
10,8:53 AM,66 °F,55 °F,68%,CALM,0 mph,0 mph,29.06 in,0.0 in,Mostly Cloudy
11,9:31 AM,66 °F,54 °F,65%,VAR,5 mph,0 mph,29.05 in,0.0 in,Fair
12,9:53 AM,67 °F,54 °F,63%,VAR,3 mph,0 mph,29.04 in,0.0 in,Fair
13,10:53 AM,70 °F,54 °F,57%,S,3 mph,0 mph,29.03 in,0.0 in,Fair
14,11:53 AM,71 °F,53 °F,53%,SE,9 mph,0 mph,29.01 in,0.0 in,Fair
15,12:53 PM,73 °F,51 °F,46%,SSW,7 mph,0 mph,28.98 in,0.0 in,Fair
16,1:53 PM,73 °F,56 °F,55%,S,9 mph,0 mph,28.98 in,0.0 in,Fair
17,2:53 PM,72 °F,56 °F,57%,S,12 mph,0 mph,28.98 in,0.0 in,Fair
18,3:53 PM,70 °F,56 °F,61%,S,10 mph,0 mph,28.97 in,0.0 in,Fair
19,4:53 PM,68 °F,57 °F,68%,S,10 mph,0 mph,28.97 in,0.0 in,Fair
20,5:53 PM,64 °F,57 °F,78%,S,8 mph,0 mph,28.97 in,0.0 in,Fair
21,6:53 PM,62 °F,58 °F,86%,S,7 mph,0 mph,28.98 in,0.0 in,Fair
22,7:53 PM,62 °F,58 °F,86%,SSE,6 mph,0 mph,28.99 in,0.0 in,Fair
23,8:53 PM,62 °F,58 °F,86%,E,6 mph,0 mph,29.00 in,0.0 in,Partly Cloudy
24,9:53 PM,61 °F,58 °F,90%,SSE,6 mph,0 mph,29.01 in,0.0 in,Partly Cloudy
25,10:53 PM,61 °F,58 °F,90%,ESE,5 mph,0 mph,29.01 in,0.0 in,Fair
0,11:41 PM,60 °F,58 °F,93%,SE,5 mph,0 mph,29.02 in,0.0 in,Partly Cloudy
1,11:50 PM,61 °F,57 °F,88%,SSE,5 mph,0 mph,29.03 in,0.0 in,Mostly Cloudy
