,Time,Temp,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip,Condition
21,9:53 PM,54 °F,46 °F,75 %,WNW,5 mph,0 mph,29.08 in,0.0 in,Cloudy
22,10:53 PM,53 °F,45 °F,74 %,NNW,5 mph,0 mph,29.08 in,0.0 in,Fair
23,11:53 PM,53 °F,40 °F,61 %,NW,7 mph,0 mph,29.09 in,0.0 in,Fair
24,12:53 AM,54 °F,33 °F,45 %,N,12 mph,22 mph,29.10 in,0.0 in,Fair
26,Month 12 Day 2,Month 12 Day 2,Month 12 Day 2,Month 12 Day 2,Month 12 Day 2,Month 12 Day 2,Month 12 Day 2,Month 12 Day 2,Month 12 Day 2,Month 12 Day 2
0,1:53 AM,53 °F,33 °F,47 %,NNW,10 mph,0 mph,29.11 in,0.0 in,Fair
1,2:53 AM,53 °F,33 °F,47 %,NNW,12 mph,0 mph,29.12 in,0.0 in,Fair
2,3:53 AM,52 °F,33 °F,49 %,N,10 mph,0 mph,29.13 in,0.0 in,Fair
3,4:53 AM,50 °F,34 °F,54 %,NW,6 mph,0 mph,29.13 in,0.0 in,Fair
4,5:53 AM,48 °F,34 °F,58 %,NW,5 mph,0 mph,29.14 in,0.0 in,Fair
5,6:53 AM,50 °F,34 °F,54 %,NW,6 mph,0 mph,29.16 in,0.0 in,Fair
6,7:53 AM,49 °F,34 °F,56 %,N,8 mph,0 mph,29.17 in,0.0 in,Fair
7,8:53 AM,52 °F,34 °F,50 %,NNW,8 mph,0 mph,29.20 in,0.0 in,Partly Cloudy
8,9:53 AM,54 °F,32 °F,43 %,NNW,15 mph,0 mph,29.20 in,0.0 in,Partly Cloudy
9,10:53 AM,57 °F,33 °F,40 %,N,13 mph,0 mph,29.23 in,0.0 in,Fair
10,11:53 AM,57 °F,32 °F,39 %,NNW,16 mph,0 mph,29.21 in,0.0 in,Fair
11,12:53 PM,59 °F,33 °F,38 %,WNW,10 mph,21 mph,29.19 in,0.0 in,Fair
12,1:53 PM,61 °F,33 °F,35 %,WNW,12 mph,0 mph,29.17 in,0.0 in,Fair
13,2:53 PM,62 °F,32 °F,32 %,W,13 mph,0 mph,29.15 in,0.0 in,Fair
14,3:53 PM,61 °F,31 °F,32 %,WNW,13 mph,20 mph,29.15 in,0.0 in,Fair
15,4:53 PM,60 °F,31 °F,33 %,NW,10 mph,0 mph,29.16 in,0.0 in,Fair
16,5:53 PM,58 °F,28 °F,32 %,NW,12 mph,0 mph,29.18 in,0.0 in,Partly Cloudy
17,6:53 PM,56 °F,28 °F,34 %,NNW,10 mph,0 mph,29.21 in,0.0 in,Partly Cloudy
18,7:53 PM,54 °F,27 °F,35 %,NNW,13 mph,0 mph,29.22 in,0.0 in,Fair
19,8:53 PM,52 °F,30 °F,43 %,NNW,12 mph,0 mph,29.24 in,0.0 in,Partly Cloudy
20,9:53 PM,51 °F,30 °F,44 %,NW,9 mph,0 mph,29.24 in,0.0 in,Partly Cloudy
21,10:53 PM,51 °F,31 °F,46 %,W,5 mph,0 mph,29.26 in,0.0 in,Mostly Cloudy
22,11:53 PM,50 °F,32 °F,50 %,CALM,0 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy
23,12:53 AM,49 °F,34 °F,56 %,CALM,0 mph,0 mph,29.27 in,0.0 in,Cloudy
51,Month 12 Day 3,Month 12 Day 3,Month 12 Day 3,Month 12 Day 3,Month 12 Day 3,Month 12 Day 3,Month 12 Day 3,Month 12 Day 3,Month 12 Day 3,Month 12 Day 3
0,1:53 AM,47 °F,35 °F,63 %,CALM,0 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy
1,2:53 AM,47 °F,35 °F,63 %,NNW,5 mph,0 mph,29.29 in,0.0 in,Mostly Cloudy
2,4:53 AM,48 °F,37 °F,66 %,CALM,0 mph,0 mph,29.28 in,0.0 in,Cloudy
3,5:53 AM,49 °F,34 °F,56 %,CALM,0 mph,0 mph,29.29 in,0.0 in,Cloudy
4,6:53 AM,48 °F,36 °F,63 %,CALM,0 mph,0 mph,29.30 in,0.0 in,Cloudy
5,7:53 AM,48 °F,37 °F,66 %,CALM,0 mph,0 mph,29.31 in,0.0 in,Mostly Cloudy
6,8:53 AM,50 °F,37 °F,61 %,CALM,0 mph,0 mph,29.31 in,0.0 in,Partly Cloudy
7,9:53 AM,53 °F,36 °F,52 %,CALM,0 mph,0 mph,29.33 in,0.0 in,Fair
8,10:53 AM,58 °F,36 °F,44 %,CALM,0 mph,0 mph,29.33 in,0.0 in,Fair
9,11:53 AM,62 °F,31 °F,31 %,CALM,0 mph,0 mph,29.32 in,0.0 in,Fair
10,12:53 PM,62 °F,30 °F,30 %,SE,5 mph,0 mph,29.29 in,0.0 in,Fair
11,1:53 PM,64 °F,32 °F,30 %,CALM,0 mph,0 mph,29.26 in,0.0 in,Fair
12,2:53 PM,65 °F,32 °F,29 %,,0 mph,0 mph,29.25 in,0.0 in,Fair
13,3:53 PM,66 °F,32 °F,28 %,CALM,0 mph,0 mph,29.24 in,0.0 in,Fair
14,4:53 PM,65 °F,31 °F,28 %,CALM,0 mph,0 mph,29.23 in,0.0 in,Fair
15,5:53 PM,63 °F,32 °F,31 %,S,3 mph,0 mph,29.24 in,0.0 in,Partly Cloudy
16,6:53 PM,61 °F,35 °F,38 %,WSW,5 mph,0 mph,29.25 in,0.0 in,Fair
17,7:53 PM,56 °F,35 °F,45 %,NNE,3 mph,0 mph,29.25 in,0.0 in,Partly Cloudy
18,8:53 PM,55 °F,35 °F,47 %,WSW,3 mph,0 mph,29.25 in,0.0 in,Fair
19,9:53 PM,54 °F,37 °F,53 %,ENE,3 mph,0 mph,29.27 in,0.0 in,Fair
20,10:53 PM,52 °F,35 °F,53 %,CALM,0 mph,0 mph,29.27 in,0.0 in,Partly Cloudy
21,11:53 PM,50 °F,36 °F,59 %,N,3 mph,0 mph,29.26 in,0.0 in,Partly Cloudy
22,12:53 AM,51 °F,35 °F,54 %,CALM,0 mph,0 mph,29.25 in,0.0 in,Partly Cloudy
75,Month 12 Day 4,Month 12 Day 4,Month 12 Day 4,Month 12 Day 4,Month 12 Day 4,Month 12 Day 4,Month 12 Day 4,Month 12 Day 4,Month 12 Day 4,Month 12 Day 4
0,1:53 AM,49 °F,36 °F,61 %,CALM,0 mph,0 mph,29.24 in,0.0 in,Partly Cloudy
1,2:53 AM,49 °F,35 °F,59 %,CALM,0 mph,0 mph,29.24 in,0.0 in,Mostly Cloudy
2,3:53 AM,50 °F,32 °F,50 %,NW,7 mph,0 mph,29.24 in,0.0 in,Partly Cloudy
3,4:53 AM,47 °F,36 °F,66 %,N,3 mph,0 mph,29.24 in,0.0 in,Partly Cloudy
4,5:53 AM,48 °F,31 °F,52 %,WNW,5 mph,0 mph,29.23 in,0.0 in,Partly Cloudy
5,6:53 AM,49 °F,28 °F,44 %,NNW,9 mph,0 mph,29.24 in,0.0 in,Mostly Cloudy
6,7:53 AM,46 °F,33 °F,61 %,N,3 mph,0 mph,29.25 in,0.0 in,Fair
7,8:53 AM,50 °F,32 °F,50 %,NW,3 mph,0 mph,29.25 in,0.0 in,Fair
8,9:53 AM,57 °F,27 °F,32 %,CALM,0 mph,0 mph,29.26 in,0.0 in,Fair
9,10:53 AM,62 °F,26 °F,25 %,CALM,0 mph,0 mph,29.26 in,0.0 in,Fair
10,11:53 AM,64 °F,25 °F,23 %,N,3 mph,0 mph,29.22 in,0.0 in,Fair
11,12:53 PM,66 °F,22 °F,19 %,SE,14 mph,0 mph,29.18 in,0.0 in,Fair
12,1:53 PM,67 °F,24 °F,20 %,SE,10 mph,0 mph,29.15 in,0.0 in,Fair
13,2:53 PM,68 °F,24 °F,19 %,SSE,14 mph,0 mph,29.13 in,0.0 in,Fair
14,3:53 PM,68 °F,24 °F,19 %,SE,8 mph,16 mph,29.11 in,0.0 in,Fair
15,4:53 PM,68 °F,23 °F,18 %,SE,10 mph,0 mph,29.10 in,0.0 in,Fair
16,5:53 PM,64 °F,29 °F,27 %,SSW,5 mph,0 mph,29.10 in,0.0 in,Partly Cloudy
17,6:53 PM,61 °F,32 °F,34 %,CALM,0 mph,0 mph,29.12 in,0.0 in,Fair
18,7:53 PM,60 °F,31 °F,33 %,CALM,0 mph,0 mph,29.12 in,0.0 in,Fair
19,8:53 PM,55 °F,33 °F,43 %,CALM,0 mph,0 mph,29.14 in,0.0 in,Partly Cloudy
20,9:53 PM,53 °F,34 °F,48 %,CALM,0 mph,0 mph,29.15 in,0.0 in,Partly Cloudy
21,10:53 PM,51 °F,33 °F,50 %,CALM,0 mph,0 mph,29.15 in,0.0 in,Partly Cloudy
22,11:53 PM,51 °F,30 °F,44 %,NW,6 mph,0 mph,29.14 in,0.0 in,Partly Cloudy
23,12:53 AM,52 °F,28 °F,40 %,NNW,8 mph,0 mph,29.16 in,0.0 in,Mostly Cloudy
100,Month 12 Day 5,Month 12 Day 5,Month 12 Day 5,Month 12 Day 5,Month 12 Day 5,Month 12 Day 5,Month 12 Day 5,Month 12 Day 5,Month 12 Day 5,Month 12 Day 5
0,1:53 AM,52 °F,29 °F,41 %,CALM,0 mph,0 mph,29.15 in,0.0 in,Cloudy
1,2:53 AM,51 °F,33 °F,50 %,NNE,3 mph,0 mph,29.12 in,0.0 in,Light Rain
2,3:53 AM,51 °F,39 °F,63 %,W,7 mph,0 mph,29.09 in,0.0 in,Cloudy
3,4:53 AM,52 °F,38 °F,59 %,WSW,3 mph,0 mph,29.09 in,0.0 in,Cloudy
4,5:53 AM,51 °F,41 °F,68 %,NNW,8 mph,0 mph,29.11 in,0.0 in,Light Rain
5,6:53 AM,50 °F,41 °F,71 %,VAR,5 mph,0 mph,29.06 in,0.1 in,Light Rain
6,7:53 AM,49 °F,42 °F,77 %,NNW,3 mph,0 mph,29.10 in,0.0 in,Cloudy
7,8:53 AM,50 °F,41 °F,71 %,NNW,8 mph,0 mph,29.12 in,0.0 in,Cloudy
8,9:53 AM,52 °F,43 °F,71 %,CALM,0 mph,0 mph,29.14 in,0.0 in,Cloudy
9,10:53 AM,54 °F,41 °F,62 %,SE,5 mph,0 mph,29.13 in,0.0 in,Cloudy
10,11:53 AM,56 °F,41 °F,57 %,SE,13 mph,20 mph,29.11 in,0.0 in,Cloudy
11,12:53 PM,58 °F,39 °F,49 %,SSE,12 mph,0 mph,29.08 in,0.0 in,Cloudy
12,1:53 PM,57 °F,45 °F,64 %,E,12 mph,24 mph,29.06 in,0.0 in,Cloudy
13,2:01 PM,57 °F,44 °F,62 %,E,13 mph,0 mph,29.05 in,0.0 in,Cloudy
14,2:53 PM,56 °F,44 °F,64 %,SE,9 mph,0 mph,29.04 in,0.0 in,Cloudy
15,3:18 PM,55 °F,46 °F,72 %,ESE,8 mph,0 mph,29.04 in,0.0 in,Light Rain
16,3:53 PM,53 °F,46 °F,77 %,SE,8 mph,0 mph,29.04 in,0.0 in,Light Rain
17,4:53 PM,52 °F,48 °F,86 %,N,3 mph,0 mph,29.04 in,0.0 in,Cloudy
18,5:44 PM,52 °F,50 °F,93 %,SSW,8 mph,0 mph,29.03 in,0.0 in,Light Rain
19,5:53 PM,52 °F,49 °F,89 %,S,7 mph,0 mph,29.03 in,0.0 in,Light Rain
20,6:53 PM,52 °F,50 °F,93 %,CALM,0 mph,0 mph,29.05 in,0.1 in,Heavy Rain
21,7:29 PM,51 °F,51 °F,100 %,ENE,6 mph,0 mph,29.05 in,0.1 in,Light Rain
22,7:53 PM,51 °F,51 °F,100 %,NE,3 mph,0 mph,29.05 in,0.1 in,Light Rain
23,7:59 PM,51 °F,51 °F,100 %,N,3 mph,0 mph,29.05 in,0.0 in,Light Rain
24,8:11 PM,51 °F,51 °F,100 %,SE,3 mph,0 mph,29.05 in,0.0 in,Rain
25,8:19 PM,51 °F,51 °F,100 %,S,3 mph,0 mph,29.06 in,0.1 in,Rain
26,8:45 PM,51 °F,51 °F,100 %,CALM,0 mph,0 mph,29.06 in,0.1 in,Rain
27,8:53 PM,51 °F,51 °F,100 %,S,3 mph,0 mph,29.07 in,0.1 in,Light Rain
28,9:53 PM,52 °F,51 °F,97 %,SW,5 mph,0 mph,29.06 in,0.0 in,Cloudy
29,10:53 PM,52 °F,52 °F,100 %,NNW,6 mph,0 mph,29.07 in,0.0 in,Light Rain
30,11:53 PM,52 °F,51 °F,97 %,SW,3 mph,0 mph,29.06 in,0.1 in,Heavy Rain
31,12:01 AM,52 °F,52 °F,100 %,CALM,0 mph,0 mph,29.06 in,0.0 in,Rain
32,12:24 AM,53 °F,52 °F,96 %,W,5 mph,0 mph,29.05 in,0.1 in,Rain
33,12:36 AM,51 °F,51 °F,100 %,W,9 mph,0 mph,29.05 in,0.1 in,Light Rain
34,12:53 AM,52 °F,52 °F,100 %,W,6 mph,0 mph,29.05 in,0.1 in,Rain
136,Month 12 Day 6,Month 12 Day 6,Month 12 Day 6,Month 12 Day 6,Month 12 Day 6,Month 12 Day 6,Month 12 Day 6,Month 12 Day 6,Month 12 Day 6,Month 12 Day 6
0,1:53 AM,51 °F,51 °F,100 %,W,6 mph,0 mph,29.05 in,0.0 in,Light Rain
1,2:21 AM,50 °F,50 °F,100 %,NNW,5 mph,0 mph,29.04 in,0.1 in,Heavy Rain
2,2:25 AM,50 °F,50 °F,100 %,WNW,3 mph,0 mph,29.05 in,0.1 in,Rain
3,2:34 AM,50 °F,50 °F,100 %,NW,3 mph,0 mph,29.05 in,0.1 in,Rain
4,2:46 AM,49 °F,49 °F,100 %,WNW,5 mph,0 mph,29.05 in,0.1 in,Heavy Rain
5,2:49 AM,48 °F,48 °F,100 %,NW,7 mph,0 mph,29.05 in,0.1 in,Rain
6,2:53 AM,49 °F,49 °F,100 %,NW,6 mph,0 mph,29.04 in,0.1 in,Rain
7,3:06 AM,49 °F,49 °F,100 %,NW,6 mph,0 mph,29.04 in,0.0 in,Light Rain
8,3:39 AM,50 °F,50 °F,100 %,WNW,6 mph,0 mph,29.04 in,0.0 in,Light Rain
9,3:53 AM,49 °F,49 °F,100 %,WNW,7 mph,0 mph,29.03 in,0.0 in,Light Rain
10,4:17 AM,49 °F,49 °F,100 %,W,7 mph,0 mph,29.02 in,0.0 in,Light Rain
11,4:44 AM,49 °F,49 °F,100 %,WNW,8 mph,0 mph,29.03 in,0.0 in,Rain
12,4:53 AM,49 °F,48 °F,97 %,NW,7 mph,0 mph,29.03 in,0.1 in,Light Rain
13,5:05 AM,49 °F,48 °F,97 %,NNW,8 mph,0 mph,29.02 in,0.0 in,Light Rain
14,5:13 AM,49 °F,48 °F,97 %,NW,9 mph,0 mph,29.02 in,0.0 in,Heavy Rain
15,5:20 AM,48 °F,48 °F,100 %,NW,8 mph,0 mph,29.02 in,0.1 in,Rain
16,5:27 AM,48 °F,48 °F,100 %,WNW,5 mph,0 mph,29.03 in,0.1 in,Rain
17,5:31 AM,48 °F,48 °F,100 %,NW,5 mph,0 mph,29.03 in,0.1 in,Heavy Rain
18,5:44 AM,48 °F,48 °F,100 %,NW,9 mph,0 mph,29.02 in,0.2 in,Rain
19,5:53 AM,48 °F,48 °F,100 %,NW,8 mph,0 mph,29.03 in,0.2 in,Rain
20,6:53 AM,49 °F,49 °F,100 %,NW,6 mph,0 mph,29.03 in,0.2 in,Rain
21,7:40 AM,49 °F,49 °F,100 %,W,6 mph,0 mph,29.02 in,0.2 in,Heavy Rain
22,7:53 AM,49 °F,49 °F,100 %,NW,3 mph,0 mph,29.02 in,0.2 in,Rain
23,8:47 AM,48 °F,48 °F,100 %,WNW,6 mph,0 mph,29.03 in,0.2 in,Heavy Rain
24,8:53 AM,49 °F,48 °F,97 %,WNW,6 mph,0 mph,29.03 in,0.2 in,Heavy Rain
25,9:41 AM,48 °F,48 °F,100 %,W,13 mph,0 mph,29.06 in,0.2 in,Rain
26,9:53 AM,47 °F,47 °F,100 %,W,13 mph,0 mph,29.08 in,0.3 in,Heavy Rain
27,10:15 AM,47 °F,46 °F,97 %,WNW,9 mph,0 mph,29.10 in,0.3 in,Heavy Rain
28,10:23 AM,47 °F,46 °F,97 %,W,14 mph,0 mph,29.11 in,0.3 in,Heavy Rain
29,10:53 AM,47 °F,45 °F,93 %,WNW,6 mph,0 mph,29.13 in,0.5 in,Heavy Rain
30,11:06 AM,47 °F,46 °F,97 %,N,16 mph,20 mph,29.09 in,0.1 in,Heavy Rain
31,11:22 AM,48 °F,47 °F,96 %,N,13 mph,0 mph,29.08 in,0.1 in,Light Rain
32,11:53 AM,50 °F,45 °F,83 %,NNW,9 mph,0 mph,29.07 in,0.1 in,Light Rain
33,12:53 PM,51 °F,47 °F,86 %,NW,5 mph,0 mph,29.04 in,0.0 in,Cloudy
34,1:53 PM,50 °F,47 °F,89 %,NW,6 mph,0 mph,29.05 in,0.1 in,Light Rain
35,2:53 PM,49 °F,47 °F,93 %,NW,5 mph,0 mph,29.04 in,0.1 in,Light Rain
36,3:53 PM,50 °F,48 °F,93 %,WSW,12 mph,0 mph,29.02 in,0.0 in,Cloudy
37,4:53 PM,51 °F,46 °F,83 %,WNW,5 mph,0 mph,29.03 in,0.0 in,Cloudy
38,5:53 PM,52 °F,45 °F,77 %,CALM,0 mph,0 mph,29.04 in,0.0 in,Cloudy
39,6:53 PM,50 °F,46 °F,86 %,SE,5 mph,0 mph,29.07 in,0.0 in,Partly Cloudy
40,7:53 PM,49 °F,46 °F,90 %,NW,6 mph,0 mph,29.07 in,0.0 in,Partly Cloudy
41,8:53 PM,48 °F,46 °F,93 %,CALM,0 mph,0 mph,29.09 in,0.0 in,Mostly Cloudy
42,9:53 PM,49 °F,45 °F,86 %,CALM,0 mph,0 mph,29.10 in,0.0 in,Partly Cloudy
43,10:53 PM,47 °F,46 °F,97 %,NW,5 mph,0 mph,29.11 in,0.0 in,Partly Cloudy
44,11:53 PM,47 °F,46 °F,97 %,NE,3 mph,0 mph,29.12 in,0.0 in,Partly Cloudy
45,12:53 AM,46 °F,45 °F,96 %,WSW,5 mph,0 mph,29.13 in,0.0 in,Partly Cloudy
183,Month 12 Day 7,Month 12 Day 7,Month 12 Day 7,Month 12 Day 7,Month 12 Day 7,Month 12 Day 7,Month 12 Day 7,Month 12 Day 7,Month 12 Day 7,Month 12 Day 7
0,1:53 AM,46 °F,45 °F,96 %,CALM,0 mph,0 mph,29.14 in,0.0 in,Cloudy
1,2:53 AM,48 °F,46 °F,93 %,CALM,0 mph,0 mph,29.15 in,0.0 in,Cloudy
2,3:53 AM,48 °F,46 °F,93 %,CALM,0 mph,0 mph,29.15 in,0.0 in,Cloudy
3,4:53 AM,48 °F,46 °F,93 %,CALM,0 mph,0 mph,29.14 in,0.0 in,Cloudy
4,5:53 AM,46 °F,45 °F,96 %,N,6 mph,0 mph,29.15 in,0.0 in,Fair
5,6:53 AM,50 °F,43 °F,77 %,NNW,7 mph,0 mph,29.17 in,0.0 in,Fair
6,7:53 AM,48 °F,45 °F,89 %,CALM,0 mph,0 mph,29.20 in,0.0 in,Fair
7,8:53 AM,51 °F,45 °F,80 %,NE,3 mph,0 mph,29.22 in,0.0 in,Fair
8,9:53 AM,54 °F,46 °F,75 %,WSW,3 mph,0 mph,29.22 in,0.0 in,Fair
9,10:53 AM,61 °F,47 °F,60 %,CALM,0 mph,0 mph,29.25 in,0.0 in,Fair
10,11:53 AM,64 °F,44 °F,48 %,W,5 mph,0 mph,29.24 in,0.0 in,Fair
11,12:53 PM,66 °F,43 °F,43 %,VAR,5 mph,0 mph,29.22 in,0.0 in,Fair
12,1:53 PM,67 °F,44 °F,44 %,SE,8 mph,0 mph,29.21 in,0.0 in,Fair
13,2:53 PM,67 °F,45 °F,45 %,W,8 mph,0 mph,29.21 in,0.0 in,Fair
14,3:53 PM,68 °F,46 °F,45 %,WSW,7 mph,0 mph,29.22 in,0.0 in,Fair
15,4:53 PM,67 °F,46 °F,47 %,W,8 mph,0 mph,29.23 in,0.0 in,Fair
16,5:53 PM,63 °F,46 °F,54 %,WNW,6 mph,0 mph,29.25 in,0.0 in,Partly Cloudy
17,6:53 PM,61 °F,47 °F,60 %,NNE,3 mph,0 mph,29.28 in,0.0 in,Fair
18,7:53 PM,58 °F,48 °F,70 %,N,3 mph,0 mph,29.30 in,0.0 in,Fair
19,8:53 PM,56 °F,48 °F,75 %,CALM,0 mph,0 mph,29.31 in,0.0 in,Fair
20,9:53 PM,55 °F,45 °F,69 %,N,3 mph,0 mph,29.33 in,0.0 in,Fair
21,10:53 PM,52 °F,47 °F,83 %,CALM,0 mph,0 mph,29.34 in,0.0 in,Fair
22,11:53 PM,52 °F,45 °F,77 %,N,3 mph,0 mph,29.35 in,0.0 in,Fair
23,12:53 AM,52 °F,44 °F,74 %,CALM,0 mph,0 mph,29.35 in,0.0 in,Fair
208,Month 12 Day 8,Month 12 Day 8,Month 12 Day 8,Month 12 Day 8,Month 12 Day 8,Month 12 Day 8,Month 12 Day 8,Month 12 Day 8,Month 12 Day 8,Month 12 Day 8
0,1:53 AM,51 °F,43 °F,74 %,CALM,0 mph,0 mph,29.36 in,0.0 in,Fair
1,2:53 AM,49 °F,43 °F,80 %,N,3 mph,0 mph,29.36 in,0.0 in,Fair
2,3:53 AM,51 °F,41 °F,68 %,WNW,6 mph,0 mph,29.37 in,0.0 in,Fair
3,4:53 AM,49 °F,42 °F,77 %,CALM,0 mph,0 mph,29.37 in,0.0 in,Fair
4,5:53 AM,50 °F,41 °F,71 %,CALM,0 mph,0 mph,29.37 in,0.0 in,Fair
5,6:53 AM,47 °F,43 °F,86 %,CALM,0 mph,0 mph,29.39 in,0.0 in,Fair
6,7:53 AM,45 °F,42 °F,90 %,CALM,0 mph,0 mph,29.41 in,0.0 in,Fair
7,8:53 AM,49 °F,43 °F,80 %,CALM,0 mph,0 mph,29.41 in,0.0 in,Fair
8,9:53 AM,53 °F,43 °F,69 %,CALM,0 mph,0 mph,29.43 in,0.0 in,Fair
9,10:53 AM,60 °F,44 °F,55 %,CALM,0 mph,0 mph,29.44 in,0.0 in,Fair
10,11:53 AM,63 °F,43 °F,48 %,CALM,0 mph,0 mph,29.43 in,0.0 in,Fair
11,12:53 PM,67 °F,45 °F,45 %,VAR,5 mph,0 mph,29.40 in,0.0 in,Fair
12,1:53 PM,67 °F,44 °F,44 %,CALM,0 mph,0 mph,29.38 in,0.0 in,Fair
13,2:53 PM,69 °F,45 °F,42 %,CALM,0 mph,0 mph,29.37 in,0.0 in,Fair
14,3:53 PM,70 °F,44 °F,39 %,CALM,0 mph,0 mph,29.36 in,0.0 in,Fair
15,4:53 PM,69 °F,47 °F,45 %,SSE,5 mph,0 mph,29.36 in,0.0 in,Fair
16,5:53 PM,65 °F,46 °F,50 %,SW,3 mph,0 mph,29.37 in,0.0 in,Partly Cloudy
17,6:53 PM,62 °F,46 °F,56 %,CALM,0 mph,0 mph,29.38 in,0.0 in,Fair
18,7:53 PM,58 °F,48 °F,70 %,CALM,0 mph,0 mph,29.40 in,0.0 in,Partly Cloudy
19,8:53 PM,57 °F,49 °F,74 %,NW,5 mph,0 mph,29.42 in,0.0 in,Fair
20,9:53 PM,57 °F,46 °F,67 %,WNW,7 mph,0 mph,29.43 in,0.0 in,Fair
21,10:53 PM,55 °F,47 °F,74 %,NW,6 mph,0 mph,29.44 in,0.0 in,Fair
22,11:53 PM,54 °F,47 °F,77 %,CALM,0 mph,0 mph,29.44 in,0.0 in,Partly Cloudy
23,12:53 AM,53 °F,46 °F,77 %,CALM,0 mph,0 mph,29.43 in,0.0 in,Fair
233,Month 12 Day 9,Month 12 Day 9,Month 12 Day 9,Month 12 Day 9,Month 12 Day 9,Month 12 Day 9,Month 12 Day 9,Month 12 Day 9,Month 12 Day 9,Month 12 Day 9
0,1:53 AM,50 °F,46 °F,86 %,NNW,3 mph,0 mph,29.42 in,0.0 in,Fair
1,2:53 AM,49 °F,45 °F,86 %,CALM,0 mph,0 mph,29.42 in,0.0 in,Fair
2,3:53 AM,49 °F,44 °F,83 %,WNW,5 mph,0 mph,29.42 in,0.0 in,Partly Cloudy
3,4:53 AM,49 °F,45 °F,86 %,CALM,0 mph,0 mph,29.41 in,0.0 in,Mostly Cloudy
4,5:53 AM,52 °F,41 °F,66 %,CALM,0 mph,0 mph,29.40 in,0.0 in,Cloudy
5,6:53 AM,52 °F,42 °F,69 %,ENE,3 mph,0 mph,29.42 in,0.0 in,Partly Cloudy
6,7:53 AM,48 °F,43 °F,83 %,CALM,0 mph,0 mph,29.44 in,0.0 in,Partly Cloudy
7,8:53 AM,55 °F,39 °F,55 %,CALM,0 mph,0 mph,29.43 in,0.0 in,Fair
8,9:53 AM,56 °F,44 °F,64 %,CALM,0 mph,0 mph,29.45 in,0.0 in,Fair
9,10:53 AM,63 °F,43 °F,48 %,CALM,0 mph,0 mph,29.45 in,0.0 in,Fair
10,11:53 AM,66 °F,43 °F,43 %,VAR,3 mph,0 mph,29.43 in,0.0 in,Partly Cloudy
11,12:53 PM,68 °F,44 °F,42 %,CALM,0 mph,0 mph,29.38 in,0.0 in,Mostly Cloudy
12,1:53 PM,69 °F,42 °F,38 %,WSW,7 mph,0 mph,29.36 in,0.0 in,Cloudy
13,2:53 PM,69 °F,43 °F,39 %,NW,5 mph,0 mph,29.35 in,0.0 in,Cloudy
