,Time,Temp (F),Dew Point (F),Humidity (%),Wind,Wind Speed (mph),Wind Gust (mph),Pressure (in),Precip (in),Condition,average_measurement_time,elevation_m,intake_height_m,co2_ppm,co2_uncertainty,co2_SD_raw,co2_n_raw,co2_SD_minutes,co2_n_minutes,co2_min,co2_max,co2_flags
6617,2018-10-03 17:53:00,68,62,81,S,3,0,29.07,0.0,Cloudy,2018-10-03T17:29:11Z,75,50,419.59,0.05,3.41,826.0,2.87,56.0,413.74,427.42,...
6618,2018-10-03 18:53:00,69,62,78,SSE,5,0,29.09,0.0,Cloudy,2018-10-03T18:37:55Z,75,50,417.2,0.05,4.37,407.0,3.56,28.0,412.45,428.11,...
6619,2018-10-03 19:53:00,68,62,81,S,7,0,29.09,0.0,Cloudy,2018-10-03T19:29:30Z,75,50,416.04,0.05,3.26,831.0,2.84,56.0,411.34,424.14,...
6620,2018-10-03 20:53:00,67,60,79,SW,8,0,29.11,0.0,Cloudy,2018-10-03T20:29:30Z,75,50,411.58,0.04,2.54,835.0,2.14,56.0,408.57,417.04,...
6621,2018-10-03 21:53:00,67,61,81,CALM,0,0,29.12,0.0,Cloudy,2018-10-03T21:29:30Z,75,50,412.01,0.04,2.85,836.0,2.47,56.0,408.64,420.98,...
6622,2018-10-03 22:53:00,66,62,87,CALM,0,0,29.12,0.0,Partly Cloudy,2018-10-03T22:29:30Z,75,50,414.55,0.05,3.09,839.0,2.92,56.0,410.56,423.83,...
6623,2018-10-03 23:53:00,65,63,93,CALM,0,0,29.12,0.0,Cloudy,2018-10-03T23:29:30Z,75,50,422.12,0.05,6.26,843.0,5.66,56.0,414.07,438.17,...
6624,2018-10-04 00:53:00,66,62,87,CALM,0,0,29.12,0.0,Cloudy,2018-10-04T00:29:30Z,75,50,416.6,0.05,4.31,850.0,4.09,56.0,411.36,427.52,...
6625,2018-10-04 01:53:00,65,62,90,SW,3,0,29.11,0.0,Mostly Cloudy,2018-10-04T01:29:30Z,75,50,415.92,0.05,2.36,853.0,2.17,56.0,412.17,421.33,...
6626,2018-10-04 02:53:00,63,62,97,CALM,0,0,29.1,0.0,Fair,2018-10-04T02:26:00Z,75,50,418.82,0.05,4.67,767.0,3.91,50.0,414.0,434.68,...
6627,2018-10-04 03:53:00,63,61,93,NNW,3,0,29.11,0.0,Partly Cloudy,2018-10-04T03:36:30Z,75,50,416.56,0.05,6.89,509.0,6.26,33.0,409.42,435.98,...
6628,2018-10-04 04:53:00,62,60,93,CALM,0,0,29.13,0.0,Partly Cloudy,2018-10-04T04:29:30Z,75,50,417.8,0.05,3.65,862.0,3.39,56.0,412.32,426.9,...
6629,2018-10-04 05:53:00,61,60,97,CALM,0,0,29.14,0.0,Fair,2018-10-04T05:29:30Z,75,50,416.36,0.05,2.99,863.0,2.88,56.0,412.84,430.94,...
6630,2018-10-04 06:53:00,62,62,100,S,3,0,29.16,0.0,Fair,2018-10-04T06:32:30Z,75,50,414.25,0.05,1.27,450.0,1.16,29.0,412.94,417.6,...
6631,2018-10-04 07:53:00,64,62,93,CALM,0,0,29.18,0.0,Cloudy,2018-10-04T07:29:30Z,75,50,419.29,0.05,5.21,868.0,4.59,56.0,414.27,437.19,...
6632,2018-10-04 08:53:00,67,61,81,SSW,3,0,29.19,0.0,Fair,2018-10-04T08:29:30Z,75,50,414.27,0.05,1.95,863.0,1.92,56.0,410.56,419.33,...
6633,2018-10-04 09:53:00,70,57,63,VAR,3,0,29.17,0.0,Fair,2018-10-04T09:29:49Z,75,50,418.69,0.05,1.88,838.0,1.77,55.0,414.67,422.48,...
6634,2018-10-04 10:53:00,73,57,57,SSW,5,0,29.16,0.0,Mostly Cloudy,2018-10-04T10:29:42Z,75,50,425.08,0.06,2.69,818.0,2.51,55.0,420.3,432.32,...
6635,2018-10-04 11:53:00,73,58,59,SSW,5,0,29.14,0.0,Fair,2018-10-04T11:29:18Z,75,50,432.69,0.07,7.06,818.0,6.97,56.0,420.53,444.18,...
6636,2018-10-04 12:53:00,74,57,55,SSW,12,0,29.13,0.0,Partly Cloudy,2018-10-04T12:37:08Z,75,50,452.58,0.09,8.69,398.0,8.66,28.0,434.79,468.0,...
6637,2018-10-04 13:53:00,74,56,53,SSW,10,0,29.12,0.0,Fair,2018-10-04T13:29:37Z,75,50,467.61,0.14,11.47,809.0,11.58,56.0,444.75,481.9,...
6638,2018-10-04 14:53:00,74,57,55,S,12,0,29.12,0.0,Mostly Cloudy,2018-10-04T14:29:09Z,75,50,466.22,0.14,8.83,814.0,8.5,56.0,439.29,481.55,...
6639,2018-10-04 15:53:00,72,58,61,S,12,0,29.11,0.0,Partly Cloudy,2018-10-04T15:29:30Z,75,50,433.9,0.07,7.98,829.0,7.6,56.0,421.85,457.06,...
6640,2018-10-04 16:53:00,71,58,63,S,9,0,29.11,0.0,Partly Cloudy,2018-10-04T16:29:30Z,75,50,422.46,0.05,2.15,834.0,1.87,56.0,419.24,428.5,...
6641,2018-10-04 17:53:00,69,58,68,SSE,6,0,29.12,0.0,Partly Cloudy,2018-10-04T17:29:30Z,75,50,422.03,0.05,5.57,837.0,5.37,56.0,414.35,439.0,...
6642,2018-10-04 18:53:00,69,58,68,WNW,3,0,29.12,0.0,Partly Cloudy,2018-10-04T18:29:30Z,75,50,420.38,0.05,5.25,838.0,4.98,56.0,412.02,434.28,...
6643,2018-10-04 19:53:00,67,58,73,W,6,0,29.13,0.0,Partly Cloudy,2018-10-04T19:29:30Z,75,50,421.08,0.05,6.12,838.0,5.81,56.0,413.97,437.5,...
6644,2018-10-04 20:53:00,66,59,78,W,6,0,29.13,0.0,Partly Cloudy,2018-10-04T20:27:00Z,75,50,422.06,0.05,5.51,780.0,4.88,52.0,415.69,437.58,...
6645,2018-10-04 21:53:00,65,59,81,W,5,0,29.14,0.0,Fair,2018-10-04T21:37:30Z,75,50,414.81,0.05,4.54,480.0,3.99,32.0,410.65,424.56,...
6646,2018-10-04 22:53:00,64,59,84,W,7,0,29.14,0.0,Cloudy,2018-10-04T22:29:30Z,75,50,412.71,0.05,2.19,841.0,1.99,56.0,410.12,420.73,...
6647,2018-10-04 23:53:00,63,59,87,NW,5,0,29.14,0.0,Fair,2018-10-04T23:29:30Z,75,50,413.2,0.05,4.15,841.0,3.58,56.0,409.77,427.41,...
6648,2018-10-05 00:53:00,63,59,87,CALM,0,0,29.15,0.0,Partly Cloudy,2018-10-05T00:31:30Z,75,50,415.37,0.05,3.77,421.0,3.56,28.0,411.37,424.59,...
6649,2018-10-05 01:53:00,62,59,90,SSE,3,0,29.13,0.0,Fair,2018-10-05T01:29:30Z,75,50,415.84,0.05,1.65,845.0,1.46,56.0,413.65,420.91,...
6650,2018-10-05 02:53:00,61,59,93,CALM,0,0,29.14,0.0,Fair,2018-10-05T02:29:30Z,75,50,416.89,0.05,2.16,848.0,2.02,56.0,413.14,420.22,...
6651,2018-10-05 03:53:00,61,59,93,CALM,0,0,29.14,0.0,Partly Cloudy,2018-10-05T03:29:30Z,75,50,422.16,0.05,2.87,851.0,2.64,56.0,418.59,433.04,...
6652,2018-10-05 04:53:00,62,60,93,SSE,5,0,29.14,0.0,Cloudy,2018-10-05T04:29:30Z,75,50,422.32,0.05,3.71,806.0,3.26,53.0,416.82,431.53,...
6653,2018-10-05 05:53:00,61,60,97,CALM,0,0,29.15,0.0,Mostly Cloudy,2018-10-05T05:28:59Z,75,50,423.65,0.06,4.9,803.0,4.08,54.0,417.84,441.04,...
6654,2018-10-05 06:53:00,62,59,90,WSW,3,0,29.17,0.0,Mostly Cloudy,2018-10-05T06:36:20Z,75,50,417.87,0.05,1.51,404.0,1.45,28.0,415.91,421.34,...
6655,2018-10-05 07:53:00,63,59,87,S,3,0,29.18,0.0,Mostly Cloudy,2018-10-05T07:29:45Z,75,50,417.36,0.05,0.94,823.0,0.92,56.0,415.98,419.85,...
6656,2018-10-05 08:53:00,66,59,78,CALM,0,0,29.17,0.0,Fair,2018-10-05T08:29:45Z,75,50,420.18,0.05,5.87,827.0,5.32,56.0,415.05,443.42,...
6657,2018-10-05 09:53:00,70,59,68,VAR,3,0,29.15,0.0,Fair,2018-10-05T09:29:45Z,75,50,418.5,0.05,0.77,828.0,0.7,56.0,417.1,419.96,...
6658,2018-10-05 10:53:00,74,58,57,ESE,9,0,29.13,0.0,Fair,2018-10-05T10:29:45Z,75,50,419.65,0.05,1.72,831.0,1.32,56.0,417.25,424.04,...
6659,2018-10-05 11:53:00,74,60,62,SSE,9,0,29.12,0.0,Fair,2018-10-05T11:29:08Z,75,50,420.79,0.05,1.87,828.0,1.79,56.0,418.42,425.26,...
6660,2018-10-05 12:53:00,74,60,62,SSE,9,0,29.09,0.0,Fair,2018-10-05T12:29:30Z,75,50,423.15,0.05,1.71,830.0,1.67,56.0,420.4,426.28,...
6661,2018-10-05 13:53:00,74,59,59,S,10,0,29.07,0.0,Fair,2018-10-05T13:29:30Z,75,50,425.66,0.06,1.76,827.0,1.7,56.0,422.99,429.57,...
6662,2018-10-05 14:53:00,75,59,57,SSE,13,0,29.06,0.0,Fair,2018-10-05T14:28:00Z,75,50,425.16,0.06,2.87,798.0,2.82,54.0,419.75,431.95,...
6663,2018-10-05 15:53:00,73,58,59,S,9,0,29.05,0.0,Fair,2018-10-05T15:38:00Z,75,50,417.75,0.05,0.7,467.0,0.67,31.0,416.55,418.76,...
6664,2018-10-05 16:53:00,72,60,66,S,7,0,29.05,0.0,Fair,2018-10-05T16:29:30Z,75,50,418.0,0.05,0.97,842.0,0.9,56.0,415.53,419.72,...
6665,2018-10-05 17:53:00,69,61,75,S,6,0,29.05,0.0,Fair,2018-10-05T17:29:30Z,75,50,420.63,0.05,2.14,843.0,1.91,56.0,418.95,432.29,...
6666,2018-10-05 18:53:00,68,61,78,SSE,5,0,29.05,0.0,Fair,2018-10-05T18:31:00Z,75,50,421.49,0.05,2.44,420.0,1.89,28.0,419.39,428.58,...
6667,2018-10-05 19:53:00,67,61,81,VAR,5,0,29.06,0.0,Fair,2018-10-05T19:29:30Z,75,50,421.78,0.05,1.94,836.0,1.66,56.0,419.93,427.06,...
6668,2018-10-05 20:53:00,66,62,87,S,5,0,29.05,0.0,Fair,2018-10-05T20:29:52Z,75,50,419.96,0.05,2.87,810.0,2.44,55.0,416.67,431.35,...
6669,2018-10-05 21:53:00,66,62,87,ESE,9,0,29.05,0.0,Fair,2018-10-05T21:29:44Z,75,50,418.88,0.05,3.28,792.0,3.12,54.0,415.71,430.71,...
6670,2018-10-05 22:53:00,65,62,90,ESE,3,0,29.05,0.0,Partly Cloudy,2018-10-05T22:29:30Z,75,50,417.27,0.05,1.89,805.0,1.81,56.0,414.87,421.28,...
6671,2018-10-05 23:53:00,65,61,87,CALM,0,0,29.04,0.0,Fair,2018-10-05T23:29:30Z,75,50,421.14,0.05,2.97,807.0,2.74,56.0,418.37,432.67,...
6672,2018-10-06 00:53:00,64,60,87,CALM,0,0,29.03,0.0,Partly Cloudy,2018-10-06T00:35:57Z,75,50,421.21,0.05,2.53,398.0,2.21,28.0,419.53,428.66,...
6673,2018-10-06 01:53:00,62,58,86,CALM,0,0,29.01,0.0,Fair,2018-10-06T01:29:39Z,75,50,424.81,0.06,1.89,819.0,1.85,56.0,420.95,428.82,...
6674,2018-10-06 02:53:00,63,59,87,E,3,0,29.0,0.0,Fair,2018-10-06T02:29:30Z,75,50,429.27,0.06,2.04,819.0,2.0,56.0,425.15,433.03,...
6675,2018-10-06 03:53:00,62,59,90,E,5,0,28.99,0.0,Fair,2018-10-06T03:29:30Z,75,50,432.2,0.07,1.89,827.0,1.85,56.0,429.14,437.1,...
6676,2018-10-06 04:53:00,62,61,96,ESE,8,0,29.0,0.0,Partly Cloudy,2018-10-06T04:29:30Z,75,50,436.9,0.08,3.5,828.0,3.5,56.0,430.79,442.9,...
6677,2018-10-06 05:53:00,62,61,96,SE,5,0,29.02,0.0,Cloudy,2018-10-06T05:29:30Z,75,50,440.55,0.08,1.66,836.0,1.6,56.0,436.59,442.8,...
6678,2018-10-06 06:53:00,63,61,93,E,6,0,29.02,0.0,Cloudy,2018-10-06T06:29:30Z,75,50,440.66,0.08,2.37,838.0,2.2,56.0,436.73,445.16,...
6679,2018-10-06 07:53:00,63,60,90,CALM,0,0,29.03,0.0,Cloudy,2018-10-06T07:29:30Z,75,50,440.5,0.08,2.15,848.0,1.94,56.0,435.63,445.93,...
6680,2018-10-06 08:53:00,65,60,84,SSE,5,0,29.02,0.0,Fair,2018-10-06T08:28:30Z,75,50,456.0,0.12,5.43,830.0,5.41,55.0,442.63,466.42,...
6681,2018-10-06 09:53:00,68,59,73,CALM,0,0,29.02,0.0,Fair,2018-10-06T09:39:00Z,75,50,456.08,0.1,7.8,436.0,6.95,29.0,441.6,463.48,...
6682,2018-10-06 10:53:00,71,58,63,VAR,5,0,29.0,0.0,Fair,2018-10-06T10:29:30Z,75,50,442.01,0.09,7.51,844.0,7.08,56.0,425.0,457.19,...
6683,2018-10-06 11:53:00,73,58,59,SSE,7,0,28.98,0.0,Fair,2018-10-06T11:29:30Z,75,50,426.74,0.06,9.01,848.0,8.75,56.0,416.05,450.08,...
6684,2018-10-06 12:53:00,73,60,64,S,12,0,28.95,0.0,Partly Cloudy,2018-10-06T12:30:00Z,75,50,418.5,0.05,1.13,429.0,1.05,28.0,416.73,420.19,...
6685,2018-10-06 13:53:00,71,61,70,S,14,0,28.94,0.0,Fair,2018-10-06T13:29:30Z,75,50,418.71,0.05,1.78,853.0,1.61,56.0,415.78,424.02,...
6686,2018-10-06 14:53:00,70,61,73,SSW,13,0,28.93,0.0,Partly Cloudy,2018-10-06T14:29:30Z,75,50,421.86,0.05,2.03,845.0,1.82,56.0,418.14,425.73,...
6687,2018-10-06 15:53:00,68,61,78,S,9,0,28.93,0.0,Mostly Cloudy,2018-10-06T15:29:48Z,75,50,420.99,0.05,2.54,794.0,2.32,54.0,415.78,426.82,...
6688,2018-10-06 16:53:00,68,61,78,S,7,0,28.92,0.0,Partly Cloudy,2018-10-06T16:29:37Z,75,50,416.84,0.05,1.26,809.0,1.12,56.0,415.09,419.98,...
6689,2018-10-06 17:53:00,66,60,81,SSW,8,0,28.92,0.0,Partly Cloudy,2018-10-06T17:29:37Z,75,50,413.86,0.05,1.25,811.0,1.22,56.0,412.08,418.23,...
6690,2018-10-06 18:53:00,66,60,81,SSE,7,0,28.93,0.0,Cloudy,2018-10-06T18:35:09Z,75,50,417.19,0.05,3.58,415.0,3.44,29.0,413.74,426.46,...
6691,2018-10-06 19:53:00,65,60,84,S,5,0,28.95,0.0,Fair,2018-10-06T19:29:56Z,75,50,417.51,0.05,2.85,815.0,2.53,56.0,414.9,426.37,...
6692,2018-10-06 20:53:00,65,60,84,S,6,0,28.95,0.0,Fair,2018-10-06T20:29:14Z,75,50,412.69,0.05,1.75,821.0,1.76,56.0,410.53,416.07,...
